ip,app,device,os,channel,click_time,attributed_time,is_attributed
102118,15,1,20,3,09/11/2017,06:37:13,0
79157,3,1,19,402,09/11/2017,12:56:49,0
92970,12,1,17,140,07/11/2017,09:51:33,0
73031,24,1,58,105,07/11/2017,03:16:45,0
7561,2,1,35,219,07/11/2017,10:40:05,0
5314,10,1,1,113,07/11/2017,23:21:15,08/11/2017
49336,12,1,22,178,09/11/2017,03:50:01,0
44744,3,2,13,280,09/11/2017,13:05:45,0
204971,3,1,28,280,08/11/2017,06:02:28,0
86754,15,1,35,265,09/11/2017,02:13:19,0
69054,14,1,13,463,07/11/2017,01:52:43,0
191880,26,1,20,121,08/11/2017,12:19:41,0
66292,12,1,32,19,09/11/2017,09:18:38,0
66964,15,1,10,265,09/11/2017,07:41:56,0
310564,15,1,19,265,09/11/2017,12:42:56,0
83317,3,1,13,280,08/11/2017,01:48:59,0
26050,12,1,15,265,08/11/2017,06:45:17,0
81228,2,1,25,477,09/11/2017,07:13:43,0
439,6,2,9,125,08/11/2017,09:40:00,0
67267,6,1,13,459,09/11/2017,13:32:49,0
122667,21,1,13,232,07/11/2017,12:42:49,0
23010,2,1,13,237,07/11/2017,04:26:29,0
86552,13,1,10,400,07/11/2017,12:06:41,0
112666,2,1,19,469,08/11/2017,06:54:21,0
130165,24,1,13,105,09/11/2017,07:23:24,0
33623,2,1,17,205,08/11/2017,01:30:37,0
109158,9,1,19,445,08/11/2017,12:06:02,0
175837,2,1,19,205,07/11/2017,01:50:00,0
88702,26,1,37,121,07/11/2017,10:49:25,0
43881,2,1,40,237,07/11/2017,23:13:41,0
110143,3,1,19,280,08/11/2017,07:43:11,0
92804,18,1,19,121,07/11/2017,15:48:59,0
148895,2,1,10,122,08/11/2017,08:56:37,0
106794,12,1,13,178,07/11/2017,03:40:01,0
97911,2,1,13,122,07/11/2017,02:15:05,0
69819,2,1,19,477,08/11/2017,19:29:20,0
71643,8,1,18,145,09/11/2017,04:46:18,0
15530,9,1,19,445,08/11/2017,10:04:48,0
4414,9,1,13,442,08/11/2017,00:09:15,0
8964,21,1,16,128,09/11/2017,05:11:33,0
44645,18,1,32,121,06/11/2017,22:08:05,0
61038,12,1,20,265,07/11/2017,04:29:19,0
150445,12,1,37,245,07/11/2017,05:32:10,0
32985,9,1,4,107,09/11/2017,06:59:33,0
190265,11,1,19,173,08/11/2017,22:59:24,0
102225,15,1,17,265,09/11/2017,08:45:11,0
117867,12,1,13,328,08/11/2017,07:12:05,0
74663,12,1,4,265,07/11/2017,09:25:51,0
43142,3,1,13,173,09/11/2017,13:33:19,0
95000,15,1,19,265,08/11/2017,09:26:32,0
102149,9,2,9,445,08/11/2017,13:20:12,0
107775,26,1,3,121,07/11/2017,11:03:38,0
5314,18,1,13,107,07/11/2017,10:07:52,0
47455,17,1,27,280,08/11/2017,02:19:45,0
143639,15,1,19,412,07/11/2017,06:07:53,0
88176,11,1,19,173,07/11/2017,09:16:31,0
114743,15,1,49,245,07/11/2017,16:49:01,0
14531,3,1,41,137,07/11/2017,21:59:37,0
13802,3,1,3,442,09/11/2017,03:49:05,0
243411,12,1,9,178,08/11/2017,00:44:53,0
48079,15,1,13,315,07/11/2017,03:28:09,0
38388,8,1,19,145,09/11/2017,10:27:51,0
114220,12,1,19,340,08/11/2017,09:33:12,0
106223,12,1,13,265,09/11/2017,15:03:50,0
66573,3,1,19,280,08/11/2017,12:48:59,0
106778,3,1,19,424,08/11/2017,13:34:38,0
47567,21,1,14,128,09/11/2017,12:33:01,0
85644,12,1,13,19,07/11/2017,00:59:33,0
119531,9,1,13,466,09/11/2017,15:30:04,0
23322,25,1,11,259,06/11/2017,16:37:31,0
33156,2,1,13,477,07/11/2017,03:12:50,0
99116,148,1,25,282,08/11/2017,09:11:13,0
95472,1,1,17,115,08/11/2017,00:10:50,0
116869,2,1,10,122,06/11/2017,17:53:11,0
159761,2,1,16,364,07/11/2017,11:12:24,0
204844,2,1,13,477,08/11/2017,07:21:42,0
91712,9,2,13,134,08/11/2017,23:38:51,0
8499,12,1,18,328,07/11/2017,03:33:12,0
16032,15,1,19,245,09/11/2017,05:01:26,0
148197,8,1,17,145,07/11/2017,23:26:05,0
6375,12,1,19,245,08/11/2017,15:38:04,0
45140,3,1,13,19,07/11/2017,11:15:15,0
66356,3,1,22,280,07/11/2017,06:46:07,0
73305,15,1,19,245,09/11/2017,06:29:15,0
252581,12,1,27,140,08/11/2017,13:16:14,0
137667,12,1,15,178,07/11/2017,08:54:31,0
109425,15,1,18,386,09/11/2017,11:34:07,0
44867,2,1,20,237,07/11/2017,15:15:38,0
227934,23,1,17,30,09/11/2017,11:59:17,0
252746,2,1,13,219,08/11/2017,14:30:03,0
102396,1,1,10,377,07/11/2017,17:03:55,0
100519,110,3543,748,210,08/11/2017,11:41:48,0
83570,2,1,19,219,08/11/2017,11:35:23,0
20967,3,1,22,280,07/11/2017,03:36:36,0
121278,18,1,35,121,08/11/2017,23:12:55,0
13986,14,1,47,489,06/11/2017,23:52:03,0
32457,2,1,18,236,08/11/2017,06:20:52,0
44361,12,1,19,265,08/11/2017,07:03:28,0
86198,1,1,8,135,07/11/2017,02:02:36,0
106230,14,1,17,489,08/11/2017,22:58:55,0
47290,3,1,19,280,08/11/2017,14:11:49,0
5689,24,1,19,178,07/11/2017,10:06:07,0
211190,15,1,13,140,07/11/2017,10:06:36,0
36691,12,1,19,259,09/11/2017,12:37:02,0
78507,12,1,6,178,08/11/2017,01:47:06,0
73516,12,1,15,326,07/11/2017,13:44:02,0
20618,1,1,13,137,07/11/2017,06:02:24,0
198793,21,1,11,232,09/11/2017,02:28:02,0
48694,12,1,15,265,07/11/2017,00:18:33,0
35007,11,1,19,481,07/11/2017,00:15:44,0
31039,12,1,13,328,07/11/2017,14:25:56,0
39868,3,1,16,19,06/11/2017,22:55:11,0
66541,11,1,1,319,06/11/2017,23:36:42,0
173661,12,1,13,265,07/11/2017,14:23:21,0
48311,12,1,13,178,08/11/2017,08:10:42,0
55722,2,2,10,364,09/11/2017,15:48:08,0
77403,18,1,32,107,09/11/2017,08:03:36,0
28147,18,1,22,376,07/11/2017,18:20:53,0
71099,3,1,13,130,07/11/2017,16:29:12,0
100396,14,1,1,489,07/11/2017,09:06:23,0
48342,15,1,53,265,09/11/2017,09:41:23,0
21013,18,1,15,107,08/11/2017,18:46:16,0
197093,12,1,19,409,07/11/2017,23:28:46,0
116831,2,1,19,364,09/11/2017,05:18:14,0
43827,12,1,18,19,08/11/2017,20:29:05,0
30564,2,1,17,237,09/11/2017,07:47:22,0
49600,2,1,13,122,06/11/2017,21:37:59,0
27083,2,1,35,435,09/11/2017,11:01:36,0
23616,26,1,6,477,09/11/2017,00:16:45,0
50482,3,2,11,280,07/11/2017,05:10:39,0
55359,2,1,31,236,09/11/2017,07:57:46,0
89253,14,1,8,379,08/11/2017,13:27:47,0
59395,6,1,13,459,08/11/2017,01:22:45,0
66131,8,1,8,145,08/11/2017,00:56:53,0
89047,15,1,3,245,09/11/2017,06:40:58,0
21983,3,1,13,115,07/11/2017,20:08:59,0
7377,12,1,6,178,09/11/2017,13:01:22,0
89264,2,1,15,237,09/11/2017,05:33:45,0
19234,12,1,13,178,08/11/2017,23:37:33,0
33908,23,1,8,153,09/11/2017,05:24:52,0
76855,12,1,9,178,07/11/2017,13:25:20,0
113865,19,0,21,213,08/11/2017,04:35:26,08/11/2017
44744,9,1,13,134,09/11/2017,14:19:51,0
191856,3,1,13,130,09/11/2017,15:27:26,0
9760,3,1,14,489,09/11/2017,10:55:57,0
105560,8,1,6,145,07/11/2017,02:48:54,0
126854,18,1,41,107,07/11/2017,04:12:54,0
176619,3,1,19,173,07/11/2017,02:06:01,0
132438,9,1,13,442,08/11/2017,10:34:42,0
71117,20,1,1,478,08/11/2017,01:12:03,0
89670,2,1,19,477,06/11/2017,16:50:00,0
45009,3,1,19,280,07/11/2017,11:11:53,0
54716,12,1,1,178,08/11/2017,10:08:13,0
102025,12,2,9,259,09/11/2017,13:44:41,0
124250,3,1,46,280,08/11/2017,06:54:50,0
117898,2,2,9,237,09/11/2017,04:05:44,0
341970,2,1,19,435,09/11/2017,12:13:56,0
143467,18,1,8,134,08/11/2017,14:02:06,0
5619,3,1,17,379,08/11/2017,14:22:26,0
5348,26,1,17,266,08/11/2017,10:56:56,0
29767,12,1,13,178,08/11/2017,11:10:00,0
84536,14,1,17,401,08/11/2017,11:36:31,0
53607,3,1,19,280,08/11/2017,05:27:44,0
198976,2,1,18,469,07/11/2017,10:29:07,0
47280,3,1,17,280,07/11/2017,03:04:25,0
5314,3,2,19,280,08/11/2017,12:31:37,0
37197,9,1,13,134,07/11/2017,00:34:17,0
78467,12,1,15,178,08/11/2017,11:12:40,0
121475,18,1,16,121,08/11/2017,09:47:55,0
105926,3,1,15,211,08/11/2017,13:09:00,0
126297,18,3543,748,107,08/11/2017,00:59:00,0
63229,3,1,14,409,07/11/2017,12:12:21,0
31439,2,1,17,236,08/11/2017,05:59:18,0
48730,2,1,22,236,09/11/2017,07:54:28,0
141976,9,1,19,466,08/11/2017,12:54:11,0
125222,14,1,8,349,09/11/2017,00:40:27,0
114576,15,1,19,315,08/11/2017,02:34:52,0
73333,15,1,17,245,08/11/2017,03:15:22,0
90717,12,1,18,328,07/11/2017,05:45:23,0
50092,3,1,19,371,09/11/2017,11:10:09,0
40001,3,1,13,280,09/11/2017,04:24:46,0
75595,2,1,13,236,09/11/2017,08:52:41,0
22565,29,1,15,213,09/11/2017,02:23:48,0
44260,12,1,13,122,09/11/2017,14:04:29,0
127493,18,1,6,107,08/11/2017,14:22:01,0
25181,3,1,26,480,08/11/2017,06:21:51,0
77048,3,1,13,489,09/11/2017,09:33:15,0
58561,15,1,13,130,08/11/2017,03:10:53,0
62937,12,1,32,265,07/11/2017,07:39:13,0
94151,14,1,27,442,09/11/2017,13:52:54,0
42266,12,1,41,259,08/11/2017,03:02:30,0
269695,14,1,19,379,08/11/2017,18:50:34,0
119289,9,1,6,334,09/11/2017,10:32:45,0
105560,9,1,10,134,07/11/2017,16:23:29,0
56246,2,1,10,435,09/11/2017,11:20:49,0
108956,18,1,6,107,09/11/2017,04:50:08,0
81009,7,1,19,101,09/11/2017,03:38:58,0
151788,1,1,20,178,06/11/2017,20:00:33,0
5402,12,1,25,259,09/11/2017,10:08:19,0
53645,14,1,13,480,07/11/2017,14:11:54,0
101214,11,1,19,219,08/11/2017,08:20:49,0
360947,3,1,4,280,09/11/2017,06:31:10,0
48965,3,1,19,280,08/11/2017,04:32:35,0
239604,18,1,13,107,07/11/2017,19:47:13,0
48475,21,1,22,232,09/11/2017,04:06:58,0
44555,21,1,19,128,08/11/2017,00:18:49,0
153060,15,1,19,140,08/11/2017,10:43:09,0
69395,9,1,13,445,07/11/2017,12:45:26,0
29225,9,1,20,107,09/11/2017,02:02:36,0
105560,12,1,27,245,07/11/2017,06:38:08,0
189080,64,1,10,459,06/11/2017,17:14:55,0
357291,14,1,10,480,09/11/2017,00:16:19,0
187227,15,1,19,278,08/11/2017,11:19:43,0
5314,15,2,13,245,07/11/2017,15:03:06,0
185670,2,1,17,477,06/11/2017,17:09:56,0
20528,14,1,17,480,08/11/2017,14:53:46,0
248886,3,1,19,421,08/11/2017,07:19:59,0
88738,18,1,8,107,08/11/2017,04:05:32,0
292837,21,1,19,128,09/11/2017,02:32:13,0
13936,6,1,30,125,07/11/2017,11:02:53,0
194308,15,1,13,480,06/11/2017,21:29:08,0
124006,11,1,13,481,09/11/2017,00:04:13,0
82816,18,1,19,121,09/11/2017,00:36:26,0
26531,3,1,20,19,08/11/2017,03:48:50,0
55030,14,1,13,489,07/11/2017,08:20:50,0
44527,3,1,13,115,07/11/2017,06:47:10,0
113822,26,1,13,121,07/11/2017,07:22:21,0
78574,2,1,13,477,08/11/2017,07:55:57,0
178873,2,1,26,205,08/11/2017,10:47:14,0
120391,2,1,19,477,09/11/2017,10:21:33,0
35911,18,1,13,134,08/11/2017,12:48:21,0
51992,14,1,12,489,08/11/2017,02:36:21,0
86865,62,1,13,21,07/11/2017,08:14:43,0
53665,1,1,13,452,08/11/2017,18:01:04,0
44645,21,1,19,128,06/11/2017,17:23:46,0
5314,2,1,19,236,07/11/2017,11:04:41,0
40495,3,1,13,115,09/11/2017,04:36:35,0
34021,23,1,13,153,09/11/2017,05:32:38,0
35019,15,1,40,265,08/11/2017,09:45:46,0
12129,64,1,41,459,07/11/2017,14:10:03,0
41399,20,1,19,478,08/11/2017,06:16:26,0
88202,3,1,16,409,08/11/2017,08:07:05,0
13392,21,1,41,232,09/11/2017,08:52:22,0
100237,18,1,18,376,08/11/2017,02:00:53,0
19090,18,1,13,121,09/11/2017,13:18:23,0
58014,2,1,18,236,08/11/2017,08:59:11,0
48212,3,1,13,182,09/11/2017,14:43:59,0
13073,21,2,9,232,09/11/2017,13:32:24,0
61237,11,1,22,319,09/11/2017,13:42:28,0
39290,32,1,19,376,08/11/2017,09:50:10,0
65739,12,1,18,245,07/11/2017,15:39:14,0
35058,14,1,13,349,08/11/2017,05:29:08,0
197609,26,1,37,266,07/11/2017,04:22:01,0
347833,163,0,0,4,09/11/2017,12:28:14,0
121302,15,1,18,245,07/11/2017,09:52:58,0
103531,15,1,35,245,08/11/2017,04:21:41,0
86164,8,1,13,140,07/11/2017,08:24:12,0
209129,9,1,20,334,09/11/2017,03:56:47,0
54603,14,1,2,134,08/11/2017,05:11:53,0
65679,15,1,10,245,08/11/2017,00:39:27,0
119278,12,1,19,409,07/11/2017,15:36:15,0
13634,3,1,17,130,07/11/2017,04:56:21,0
42126,13,1,22,477,09/11/2017,04:28:07,0
80140,12,1,6,105,08/11/2017,07:16:33,0
8401,9,1,15,244,09/11/2017,14:16:03,0
78856,56,1,19,406,09/11/2017,15:24:07,0
121894,2,1,47,237,07/11/2017,10:33:09,0
8230,2,1,3,237,09/11/2017,02:49:53,0
92039,3,1,1,173,08/11/2017,02:19:59,0
86965,64,1,15,459,08/11/2017,08:27:43,0
53454,9,1,13,258,08/11/2017,14:39:30,0
94049,6,1,18,459,08/11/2017,13:18:21,0
283293,3,1,19,280,08/11/2017,01:42:22,0
56988,15,1,19,480,07/11/2017,13:53:16,0
108341,3,2,2,402,08/11/2017,12:24:37,0
123977,150,1,19,110,08/11/2017,08:55:25,0
58369,3,1,19,280,08/11/2017,15:25:43,0
14516,2,1,19,219,08/11/2017,12:51:43,0
17149,15,1,13,245,07/11/2017,20:24:02,0
5781,3,1,19,280,08/11/2017,07:10:20,0
50136,2,1,9,236,08/11/2017,22:08:17,0
109024,12,1,19,205,09/11/2017,14:23:30,0
99150,15,1,17,278,07/11/2017,14:49:50,0
107692,9,1,22,442,08/11/2017,03:15:48,0
114548,3,1,19,402,09/11/2017,13:26:36,0
28046,3,1,13,173,09/11/2017,10:15:54,0
135887,14,1,28,349,08/11/2017,07:51:08,0
94186,9,1,35,232,06/11/2017,22:58:57,0
133267,12,1,15,178,07/11/2017,13:32:20,0
219015,21,1,13,232,09/11/2017,15:36:11,0
81685,3,1,17,409,07/11/2017,09:33:45,0
194057,2,1,32,477,07/11/2017,17:00:15,0
92852,9,1,14,234,07/11/2017,12:39:00,0
249955,3,1,15,280,08/11/2017,03:54:09,0
93986,14,1,17,134,06/11/2017,19:29:01,0
194289,9,1,13,134,06/11/2017,18:39:12,0
189070,9,1,3,466,07/11/2017,13:21:56,0
93248,12,1,9,245,07/11/2017,06:53:32,0
209293,2,1,13,219,07/11/2017,01:22:47,0
42647,11,1,13,481,09/11/2017,00:51:54,0
148878,18,1,19,107,09/11/2017,04:17:48,0
105637,3,1,19,115,07/11/2017,08:24:37,0
101863,28,1,19,135,07/11/2017,11:31:47,0
73516,15,1,19,379,09/11/2017,13:03:44,0
143414,12,1,37,265,07/11/2017,12:16:27,0
263568,12,1,41,265,08/11/2017,10:33:35,0
115254,3,1,19,409,07/11/2017,13:30:47,0
45432,2,1,13,435,09/11/2017,11:33:38,0
124001,27,1,13,122,09/11/2017,07:38:36,0
157634,3,1,40,115,08/11/2017,12:45:58,0
55948,28,1,15,135,09/11/2017,12:30:42,0
313576,3,1,13,371,09/11/2017,10:09:49,0
114276,11,1,19,469,09/11/2017,02:59:43,0
109003,9,1,20,334,09/11/2017,00:19:00,0
119985,2,1,10,212,08/11/2017,16:19:55,0
323484,14,1,37,134,09/11/2017,09:52:52,0
53479,3,1,20,409,09/11/2017,03:11:09,0
109912,3,1,3,211,08/11/2017,07:08:27,0
135078,15,1,13,245,07/11/2017,14:44:24,0
48282,18,1,31,107,09/11/2017,06:18:06,0
47098,1,1,17,178,07/11/2017,02:30:59,0
14320,3,2,37,173,08/11/2017,08:08:02,0
52706,3,1,22,115,07/11/2017,03:08:30,0
85329,12,2,17,259,07/11/2017,10:38:01,0
177545,12,1,19,140,07/11/2017,13:07:01,0
59086,1,2,13,115,07/11/2017,06:45:36,0
14475,14,1,12,349,08/11/2017,21:02:48,0
144546,23,1,13,153,09/11/2017,02:20:53,0
176831,3,1,22,135,08/11/2017,02:28:58,0
124258,3,1,19,280,07/11/2017,07:24:10,0
78787,12,1,19,409,09/11/2017,13:47:25,0
63262,15,1,8,245,08/11/2017,16:26:55,0
110964,1,1,18,13,09/11/2017,15:34:10,0
27751,3,1,19,173,08/11/2017,17:52:23,0
96831,2,1,13,237,08/11/2017,13:56:50,0
15479,1,1,25,150,08/11/2017,00:34:37,0
57559,13,1,19,469,09/11/2017,14:27:58,0
13634,1,1,18,377,06/11/2017,21:57:53,0
92735,12,1,22,259,08/11/2017,23:09:55,0
31784,27,1,13,122,08/11/2017,05:22:03,0
104978,3,1,26,489,09/11/2017,03:59:50,0
11163,12,1,23,340,08/11/2017,02:30:02,0
48270,2,1,22,477,07/11/2017,12:19:57,0
7602,15,1,53,386,09/11/2017,02:22:36,0
13999,9,1,22,234,08/11/2017,16:33:05,0
201375,3,1,13,452,07/11/2017,01:12:36,0
34019,3,1,19,280,08/11/2017,11:01:20,0
111122,2,1,27,122,07/11/2017,16:42:22,0
67776,15,1,19,3,08/11/2017,16:13:40,0
98034,39,1,16,101,08/11/2017,23:50:27,0
17191,3,1,19,280,08/11/2017,09:17:53,0
73516,12,1,19,326,07/11/2017,04:15:49,0
208166,3,1,18,280,07/11/2017,16:19:18,0
194924,14,1,46,379,07/11/2017,01:23:34,0
5314,15,1,39,245,07/11/2017,05:14:34,0
72562,13,1,23,477,09/11/2017,13:01:48,0
50284,12,1,13,245,08/11/2017,16:27:50,0
39903,23,1,17,153,09/11/2017,02:26:21,0
223654,14,1,19,442,09/11/2017,09:45:06,0
43803,3,1,22,280,09/11/2017,03:50:46,0
125222,2,1,10,219,08/11/2017,04:30:32,0
5729,7,1,37,101,09/11/2017,10:49:44,0
322114,3,1,25,205,09/11/2017,12:31:44,0
15630,9,1,19,466,08/11/2017,10:41:47,0
194513,13,1,19,469,07/11/2017,06:35:17,0
244674,3,1,13,280,09/11/2017,00:33:22,0
187273,12,1,19,140,07/11/2017,03:37:37,0
107834,3,1,13,211,08/11/2017,14:05:00,0
141644,15,1,8,386,07/11/2017,04:36:16,0
122294,8,1,17,145,08/11/2017,03:38:42,0
107934,17,1,22,280,08/11/2017,13:33:10,0
57833,9,1,11,234,09/11/2017,13:55:40,0
31494,12,1,19,205,08/11/2017,09:32:54,0
39879,15,1,19,245,07/11/2017,01:05:11,0
35884,3,1,19,489,07/11/2017,01:21:49,0
104831,15,1,19,278,09/11/2017,11:03:28,0
112302,18,1,25,449,09/11/2017,08:01:32,0
10238,3,1,13,379,07/11/2017,04:52:30,0
107892,11,1,13,469,09/11/2017,00:38:05,0
18286,9,1,19,466,09/11/2017,05:22:43,0
44082,3,1,11,280,07/11/2017,03:55:19,0
113682,2,1,10,219,09/11/2017,03:51:52,0
48488,26,1,22,121,07/11/2017,10:40:19,0
223494,3,1,13,424,08/11/2017,15:44:35,0
125175,3,1,13,280,07/11/2017,02:51:25,0
137959,12,1,18,178,07/11/2017,15:32:48,0
77295,3,1,41,137,09/11/2017,15:30:18,0
8898,14,1,19,379,08/11/2017,05:09:31,0
30503,3,1,17,280,08/11/2017,00:54:25,0
80458,15,1,18,315,09/11/2017,03:03:55,0
64659,18,1,19,439,09/11/2017,07:07:19,0
58760,22,1,22,116,08/11/2017,14:10:58,0
5178,12,1,13,265,08/11/2017,13:36:14,0
62766,7,1,13,101,09/11/2017,07:18:18,0
110116,12,1,14,328,07/11/2017,07:27:12,0
258913,2,1,1,435,08/11/2017,12:22:08,0
106043,1,1,18,135,09/11/2017,00:34:22,0
232008,14,1,16,349,08/11/2017,04:59:19,0
45018,20,1,6,259,07/11/2017,02:42:32,0
55119,12,1,17,178,07/11/2017,16:21:06,0
34936,18,1,3,107,08/11/2017,06:47:12,0
201239,2,1,19,219,08/11/2017,11:26:48,0
81453,19,0,24,347,07/11/2017,09:29:08,0
36150,3,1,19,280,08/11/2017,07:09:45,0
73487,18,1,17,107,06/11/2017,22:44:24,0
108122,25,1,19,259,09/11/2017,10:19:39,0
117497,12,1,19,265,07/11/2017,22:00:39,0
45745,13,1,12,477,08/11/2017,03:11:48,0
125397,8,1,13,145,07/11/2017,08:18:14,0
26784,18,1,13,107,08/11/2017,02:27:08,0
36213,2,2,32,205,08/11/2017,14:54:30,0
120481,18,1,18,121,07/11/2017,09:49:26,0
100212,10,1,1,317,08/11/2017,06:36:04,0
96470,12,1,19,178,09/11/2017,09:01:15,0
38219,3,1,17,211,09/11/2017,12:37:14,0
123681,5,1,15,377,07/11/2017,11:24:45,0
103021,3,1,13,173,08/11/2017,06:43:41,0
14325,18,1,19,121,09/11/2017,01:58:51,0
123703,9,1,37,232,09/11/2017,10:59:17,0
23635,9,1,19,334,09/11/2017,12:36:20,0
46745,14,1,26,379,07/11/2017,03:06:04,0
269075,14,1,19,442,08/11/2017,08:48:52,0
3461,12,1,14,178,07/11/2017,02:45:12,0
17149,149,3866,866,347,09/11/2017,06:06:26,0
286572,12,1,37,242,09/11/2017,00:35:50,0
10335,9,1,20,134,08/11/2017,02:29:11,0
246102,9,1,58,442,08/11/2017,13:42:12,0
81922,12,1,20,328,08/11/2017,12:35:10,0
43793,15,1,19,245,08/11/2017,12:34:26,0
14045,18,1,8,107,07/11/2017,03:41:39,0
79881,3,1,12,30,09/11/2017,14:07:41,0
20547,14,1,19,379,07/11/2017,07:27:51,0
4502,14,1,13,379,09/11/2017,01:18:25,0
93999,3,1,16,280,08/11/2017,04:36:30,0
137237,26,1,19,121,06/11/2017,16:14:49,0
14597,15,1,6,379,08/11/2017,15:30:35,0
60580,21,1,13,232,09/11/2017,15:47:39,0
110985,21,1,19,232,08/11/2017,12:03:31,0
114276,15,1,13,140,06/11/2017,18:04:17,0
261076,3,2,16,280,08/11/2017,09:22:54,0
159346,3,1,13,280,08/11/2017,10:12:47,0
26481,56,1,12,406,08/11/2017,02:27:00,0
285298,9,1,16,466,08/11/2017,09:06:15,0
16955,12,1,13,178,08/11/2017,13:25:53,0
67169,11,1,19,137,09/11/2017,11:08:21,0
26908,12,1,15,178,07/11/2017,05:31:49,0
103267,15,1,13,245,08/11/2017,14:14:20,0
255,9,1,19,134,08/11/2017,04:36:11,0
112998,15,1,25,140,07/11/2017,00:14:23,0
75489,15,1,13,278,08/11/2017,04:26:47,0
26708,22,1,19,496,07/11/2017,08:28:18,0
14348,3,1,13,280,07/11/2017,00:14:11,0
24278,21,1,13,128,09/11/2017,15:19:09,0
31558,2,1,13,237,08/11/2017,10:44:46,0
68568,14,1,18,480,08/11/2017,04:35:16,0
22995,3,1,10,280,07/11/2017,05:25:28,0
123654,18,1,19,107,09/11/2017,05:14:35,0
39451,14,1,19,379,08/11/2017,10:22:46,0
99521,9,1,19,134,08/11/2017,23:54:08,0
73516,9,1,13,134,07/11/2017,22:30:24,0
107892,3,1,18,280,07/11/2017,01:46:25,0
97018,9,1,19,244,08/11/2017,11:17:26,0
94025,14,1,17,123,07/11/2017,21:57:44,0
25761,1,1,19,377,08/11/2017,14:00:55,0
152386,1,1,19,153,09/11/2017,05:11:27,0
123994,7,1,20,101,09/11/2017,14:51:05,0
3219,3,1,19,489,08/11/2017,15:13:27,0
92867,32,1,19,376,07/11/2017,04:29:52,0
13104,3,2,13,421,08/11/2017,02:15:58,0
23271,12,1,19,265,08/11/2017,15:02:58,0
95248,2,1,13,212,07/11/2017,15:26:03,0
43200,26,1,22,121,09/11/2017,05:14:07,0
67097,13,1,13,477,06/11/2017,17:33:12,0
262728,12,1,19,245,08/11/2017,07:03:00,0
86261,3,1,17,211,08/11/2017,17:48:42,0
158203,9,1,18,391,07/11/2017,04:00:38,0
77048,12,1,27,259,09/11/2017,12:46:17,0
115525,12,1,17,259,08/11/2017,07:27:16,0
170174,3,1,20,211,08/11/2017,07:35:28,0
161839,15,1,25,245,07/11/2017,12:33:44,0
88080,15,1,13,245,06/11/2017,16:05:51,0
243589,12,2,19,265,08/11/2017,10:50:21,0
48240,9,1,19,215,06/11/2017,21:32:22,0
37409,21,1,19,232,08/11/2017,08:42:25,0
116001,23,1,10,153,08/11/2017,16:51:08,0
10307,3,1,13,280,09/11/2017,00:56:45,0
77048,12,1,9,265,07/11/2017,15:24:36,0
16502,21,1,13,128,09/11/2017,10:58:04,0
117117,10,1,19,377,07/11/2017,01:39:59,0
193464,2,1,6,477,07/11/2017,19:22:34,0
59384,109,0,38,347,07/11/2017,23:13:24,0
119715,14,1,13,463,08/11/2017,05:52:19,0
93901,6,1,1,459,09/11/2017,14:02:27,0
30114,14,1,13,489,08/11/2017,15:20:35,0
5314,18,1,3,107,09/11/2017,09:27:09,0
81685,2,1,13,477,07/11/2017,21:21:35,0
183087,2,1,13,364,09/11/2017,12:48:42,0
123681,2,1,32,469,08/11/2017,11:10:12,0
42285,3,1,13,466,07/11/2017,00:50:02,0
46663,14,1,19,349,08/11/2017,05:59:49,0
106326,9,1,17,334,09/11/2017,00:24:59,0
175837,3,1,13,402,08/11/2017,04:53:50,0
34243,38,3866,866,347,09/11/2017,00:40:57,0
32480,18,1,19,107,07/11/2017,10:40:54,0
86767,7,1,13,101,09/11/2017,10:28:54,0
68201,27,1,19,153,08/11/2017,03:38:34,0
161604,14,1,25,349,09/11/2017,13:17:02,0
37717,10,1,16,377,07/11/2017,06:05:12,0
110766,9,1,19,107,08/11/2017,11:57:20,0
15474,18,1,8,107,09/11/2017,04:44:22,0
124445,13,1,19,477,08/11/2017,07:22:05,0
37438,9,1,19,466,09/11/2017,10:39:25,0
12924,24,2,42,105,07/11/2017,05:44:02,0
73516,3,1,22,480,08/11/2017,16:13:14,0
81170,13,1,18,400,09/11/2017,14:09:35,0
26905,18,1,13,134,07/11/2017,10:01:13,0
24252,14,1,17,379,09/11/2017,04:44:28,0
109546,23,1,30,153,08/11/2017,05:23:49,0
48765,15,1,19,315,09/11/2017,13:37:29,0
48282,2,1,41,237,07/11/2017,13:13:27,0
80142,18,1,1,439,08/11/2017,12:43:50,0
74469,2,1,13,236,08/11/2017,15:23:07,0
43963,9,1,20,134,08/11/2017,02:23:57,0
48552,11,1,13,469,08/11/2017,02:30:26,0
3964,12,1,19,178,07/11/2017,10:40:13,0
8347,3,1,13,280,09/11/2017,02:13:53,0
3511,15,1,37,130,07/11/2017,13:19:08,0
190345,2,1,40,401,08/11/2017,02:08:47,0
62094,12,1,10,259,06/11/2017,16:12:14,0
53454,12,1,18,178,08/11/2017,13:21:20,0
36150,64,1,23,459,07/11/2017,14:40:06,0
6155,3,1,20,137,08/11/2017,10:08:15,0
100859,15,1,19,265,07/11/2017,10:41:44,0
77639,7,1,19,101,09/11/2017,05:48:09,0
126348,2,1,6,477,09/11/2017,01:20:50,0
55722,2,2,13,364,06/11/2017,18:43:17,0
